23.00,4,120.00,97,2506,15,72,3,toyouta corona mark ii (sw)
28.00,4,98.00,80,2164,15,72,1,dodge colt (sw)
27.00,4,97.00,88,2100,17,72,3,toyota corolla 1600 (sw)
13.00,8,350.00,175,4100,13,73,1,buick century 350
14.00,8,304.00,150,3672,12,73,1,amc matador
13.00,8,350.00,145,3988,13,73,1,chevrolet malibu
14.00,8,302.00,137,4042,15,73,1,ford gran torino
15.00,8,318.00,150,3777,13,73,1,dodge coronet custom
12.00,8,429.00,198,4952,12,73,1,mercury marquis brougham
13.00,8,400.00,150,4464,12,73,1,chevrolet caprice classic
13.00,8,351.00,158,4363,13,73,1,ford ltd
14.00,8,318.00,150,4237,15,73,1,plymouth fury gran sedan
13.00,8,440.00,215,4735,11,73,1,chrysler new yorker brougham
12.00,8,455.00,225,4951,11,73,1,buick electra 225 custom
13.00,8,360.00,175,3821,11,73,1,amc ambassador brougham
18.00,6,225.00,105,3121,17,73,1,plymouth valiant
16.00,6,250.00,100,3278,18,73,1,chevrolet nova custom
18.00,6,232.00,100,2945,16,73,1,amc hornet
18.00,6,250.00,88,3021,17,73,1,ford maverick
23.00,6,198.00,95,2904,16,73,1,plymouth duster
26.00,4,97.00,46,1950,21,73,2,volkswagen super beetle
11.00,8,400.00,150,4997,14,73,1,chevrolet impala
12.00,8,400.00,167,4906,13,73,1,ford country
13.00,8,360.00,170,4654,13,73,1,plymouth custom suburb
12.00,8,350.00,180,4499,13,73,1,oldsmobile vista cruiser
18.00,6,232.00,100,2789,15,73,1,amc gremlin
20.00,4,97.00,88,2279,19,73,3,toyota carina
21.00,4,140.00,72,2401,20,73,1,chevrolet vega
22.00,4,108.00,94,2379,17,73,3,datsun 610
18.00,3,70.00,90,2124,14,73,3,maxda rx3
19.00,4,122.00,85,2310,19,73,1,ford pinto
21.00,6,155.00,107,2472,14,73,1,mercury capri v6
26.00,4,98.00,90,2265,16,73,2,fiat 124 sport coupe
15.00,8,350.00,145,4082,13,73,1,chevrolet monte carlo s
16.00,8,400.00,230,4278,10,73,1,pontiac grand prix
29.00,4,68.00,49,1867,20,73,2,fiat 128
24.00,4,116.00,75,2158,16,73,2,opel manta
20.00,4,114.00,91,2582,14,73,2,audi 100ls
19.00,4,121.00,112,2868,16,73,2,volvo 144ea
15.00,8,318.00,150,3399,11,73,1,dodge dart custom
24.00,4,121.00,110,2660,14,73,2,saab 99le
20.00,6,156.00,122,2807,14,73,3,toyota mark ii
11.00,8,350.00,180,3664,11,73,1,oldsmobile omega
20.00,6,198.00,95,3102,17,74,1,plymouth duster
21.00,6,200.00,?,2875,17,74,1,ford maverick
19.00,6,232.00,100,2901,16,74,1,amc hornet
15.00,6,250.00,100,3336,17,74,1,chevrolet nova
31.00,4,79.00,67,1950,19,74,3,datsun b210
26.00,4,122.00,80,2451,17,74,1,ford pinto
32.00,4,71.00,65,1836,21,74,3,toyota corolla 1200
25.00,4,140.00,75,2542,17,74,1,chevrolet vega
16.00,6,250.00,100,3781,17,74,1,chevrolet chevelle malibu classic
16.00,6,258.00,110,3632,18,74,1,amc matador
18.00,6,225.00,105,3613,17,74,1,plymouth satellite sebring
16.00,8,302.00,140,4141,14,74,1,ford gran torino
13.00,8,350.00,150,4699,15,74,1,buick century luxus (sw)
14.00,8,318.00,150,4457,14,74,1,dodge coronet custom (sw)
14.00,8,302.00,140,4638,16,74,1,ford gran torino (sw)
14.00,8,304.00,150,4257,16,74,1,amc matador (sw)
29.00,4,98.00,83,2219,17,74,2,audi fox
26.00,4,79.00,67,1963,16,74,2,volkswagen dasher
26.00,4,97.00,78,2300,15,74,2,opel manta
31.00,4,76.00,52,1649,17,74,3,toyota corona
32.00,4,83.00,61,2003,19,74,3,datsun 710
28.00,4,90.00,75,2125,15,74,1,dodge colt
24.00,4,90.00,75,2108,16,74,2,fiat 128
26.00,4,116.00,75,2246,14,74,2,fiat 124 tc
24.00,4,120.00,97,2489,15,74,3,honda civic
26.00,4,108.00,93,2391,16,74,3,subaru
31.00,4,79.00,67,2000,16,74,2,fiat x1.9
19.00,6,225.00,95,3264,16,75,1,plymouth valiant custom
18.00,6,250.00,105,3459,16,75,1,chevrolet nova
15.00,6,250.00,72,3432,21,75,1,mercury monarch
15.00,6,250.00,72,3158,20,75,1,ford maverick
16.00,8,400.00,170,4668,12,75,1,pontiac catalina
15.00,8,350.00,145,4440,14,75,1,chevrolet bel air
16.00,8,318.00,150,4498,15,75,1,plymouth grand fury
14.00,8,351.00,148,4657,14,75,1,ford ltd
17.00,6,231.00,110,3907,21,75,1,buick century
16.00,6,250.00,105,3897,19,75,1,chevroelt chevelle malibu
15.00,6,258.00,110,3730,19,75,1,amc matador
18.00,6,225.00,95,3785,19,75,1,plymouth fury
21.00,6,231.00,110,3039,15,75,1,buick skyhawk
20.00,8,262.00,110,3221,14,75,1,chevrolet monza 2+2
13.00,8,302.00,129,3169,12,75,1,ford mustang ii
29.00,4,97.00,75,2171,16,75,3,toyota corolla
23.00,4,140.00,83,2639,17,75,1,ford pinto
20.00,6,232.00,100,2914,16,75,1,amc gremlin
23.00,4,140.00,78,2592,19,75,1,pontiac astro
24.00,4,134.00,96,2702,14,75,3,toyota corona
25.00,4,90.00,71,2223,17,75,2,volkswagen dasher
24.00,4,119.00,97,2545,17,75,3,datsun 710
18.00,6,171.00,97,2984,15,75,1,ford pinto
29.00,4,90.00,70,1937,14,75,2,volkswagen rabbit
19.00,6,232.00,90,3211,17,75,1,amc pacer
23.00,4,115.00,95,2694,15,75,2,audi 100ls
23.00,4,120.00,88,2957,17,75,2,peugeot 504
22.00,4,121.00,98,2945,15,75,2,volvo 244dl
25.00,4,121.00,115,2671,14,75,2,saab 99le
33.00,4,91.00,53,1795,18,75,3,honda civic cvcc
28.00,4,107.00,86,2464,16,76,2,fiat 131
25.00,4,116.00,81,2220,17,76,2,opel 1900
25.00,4,140.00,92,2572,15,76,1,capri ii
26.00,4,98.00,79,2255,18,76,1,dodge colt
27.00,4,101.00,83,2202,15,76,2,renault 12tl
17.50,8,305.00,140,4215,13,76,1,chevrolet chevelle malibu classic
16.00,8,318.00,150,4190,13,76,1,dodge coronet brougham
15.50,8,304.00,120,3962,14,76,1,amc matador
14.50,8,351.00,152,4215,13,76,1,ford gran torino
22.00,6,225.00,100,3233,15,76,1,plymouth valiant
22.00,6,250.00,105,3353,15,76,1,chevrolet nova
24.00,6,200.00,81,3012,18,76,1,ford maverick
22.50,6,232.00,90,3085,18,76,1,amc hornet
29.00,4,85.00,52,2035,22,76,1,chevrolet chevette
24.50,4,98.00,60,2164,22,76,1,chevrolet woody
29.00,4,90.00,70,1937,14,76,2,vw rabbit
33.00,4,91.00,53,1795,17,76,3,honda civic
20.00,6,225.00,100,3651,18,76,1,dodge aspen se
18.00,6,250.00,78,3574,21,76,1,ford granada ghia
18.50,6,250.00,110,3645,16,76,1,pontiac ventura sj
17.50,6,258.00,95,3193,18,76,1,amc pacer d/l
29.50,4,97.00,71,1825,12,76,2,volkswagen rabbit
32.00,4,85.00,70,1990,17,76,3,datsun b-210
28.00,4,97.00,75,2155,16,76,3,toyota corolla
26.50,4,140.00,72,2565,14,76,1,ford pinto
20.00,4,130.00,102,3150,16,76,2,volvo 245
13.00,8,318.00,150,3940,13,76,1,plymouth volare premier v8
19.00,4,120.00,88,3270,22,76,2,peugeot 504
19.00,6,156.00,108,2930,16,76,3,toyota mark ii
16.50,6,168.00,120,3820,17,76,2,mercedes-benz 280s
16.50,8,350.00,180,4380,12,76,1,cadillac seville
13.00,8,350.00,145,4055,12,76,1,chevy c10
13.00,8,302.00,130,3870,15,76,1,ford f108
13.00,8,318.00,150,3755,14,76,1,dodge d100
31.50,4,98.00,68,2045,19,77,3,honda accord cvcc
30.00,4,111.00,80,2155,15,77,1,buick opel isuzu deluxe
36.00,4,79.00,58,1825,19,77,2,renault 5 gtl
25.50,4,122.00,96,2300,16,77,1,plymouth arrow gs
33.50,4,85.00,70,1945,17,77,3,datsun f-10 hatchback
17.50,8,305.00,145,3880,13,77,1,chevrolet caprice classic
17.00,8,260.00,110,4060,19,77,1,oldsmobile cutlass supreme
15.50,8,318.00,145,4140,14,77,1,dodge monaco brougham
15.00,8,302.00,130,4295,15,77,1,mercury cougar brougham
17.50,6,250.00,110,3520,16,77,1,chevrolet concours
20.50,6,231.00,105,3425,17,77,1,buick skylark
19.00,6,225.00,100,3630,18,77,1,plymouth volare custom
18.50,6,250.00,98,3525,19,77,1,ford granada
16.00,8,400.00,180,4220,11,77,1,pontiac grand prix lj
15.50,8,350.00,170,4165,11,77,1,chevrolet monte carlo landau
15.50,8,400.00,190,4325,12,77,1,chrysler cordoba
16.00,8,351.00,149,4335,15,77,1,ford thunderbird
29.00,4,97.00,78,1940,15,77,2,volkswagen rabbit custom
24.50,4,151.00,88,2740,16,77,1,pontiac sunbird coupe
26.00,4,97.00,75,2265,18,77,3,toyota corolla liftback
25.50,4,140.00,89,2755,16,77,1,ford mustang ii 2+2
30.50,4,98.00,63,2051,17,77,1,chevrolet chevette
33.50,4,98.00,83,2075,16,77,1,dodge colt m/m
30.00,4,97.00,67,1985,16,77,3,subaru dl
30.50,4,97.00,78,2190,14,77,2,volkswagen dasher
22.00,6,146.00,97,2815,15,77,3,datsun 810
21.50,4,121.00,110,2600,13,77,2,bmw 320i
21.50,3,80.00,110,2720,14,77,3,mazda rx-4
43.10,4,90.00,48,1985,22,78,2,volkswagen rabbit custom diesel
36.10,4,98.00,66,1800,14,78,1,ford fiesta
32.80,4,78.00,52,1985,19,78,3,mazda glc deluxe
39.40,4,85.00,70,2070,19,78,3,datsun b210 gx
36.10,4,91.00,60,1800,16,78,3,honda civic cvcc
19.90,8,260.00,110,3365,16,78,1,oldsmobile cutlass salon brougham
19.40,8,318.00,140,3735,13,78,1,dodge diplomat
20.20,8,302.00,139,3570,13,78,1,mercury monarch ghia
19.20,6,231.00,105,3535,19,78,1,pontiac phoenix lj
20.50,6,200.00,95,3155,18,78,1,chevrolet malibu
20.20,6,200.00,85,2965,16,78,1,ford fairmont (auto)
25.10,4,140.00,88,2720,15,78,1,ford fairmont (man)
20.50,6,225.00,100,3430,17,78,1,plymouth volare
19.40,6,232.00,90,3210,17,78,1,amc concord
20.60,6,231.00,105,3380,16,78,1,buick century special
20.80,6,200.00,85,3070,17,78,1,mercury zephyr
18.60,6,225.00,110,3620,19,78,1,dodge aspen
18.10,6,258.00,120,3410,15,78,1,amc concord d/l
19.20,8,305.00,145,3425,13,78,1,chevrolet monte carlo landau
17.70,6,231.00,165,3445,13,78,1,buick regal sport coupe (turbo)
18.10,8,302.00,139,3205,11,78,1,ford futura
17.50,8,318.00,140,4080,14,78,1,dodge magnum xe
30.00,4,98.00,68,2155,17,78,1,chevrolet chevette
27.50,4,134.00,95,2560,14,78,3,toyota corona
27.20,4,119.00,97,2300,15,78,3,datsun 510
30.90,4,105.00,75,2230,15,78,1,dodge omni
21.10,4,134.00,95,2515,15,78,3,toyota celica gt liftback
23.20,4,156.00,105,2745,17,78,1,plymouth sapporo
23.80,4,151.00,85,2855,18,78,1,oldsmobile starfire sx
23.90,4,119.00,97,2405,15,78,3,datsun 200-sx
20.30,5,131.00,103,2830,16,78,2,audi 5000
17.00,6,163.00,125,3140,14,78,2,volvo 264gl
21.60,4,121.00,115,2795,16,78,2,saab 99gle
16.20,6,163.00,133,3410,16,78,2,peugeot 604sl
31.50,4,89.00,71,1990,15,78,2,volkswagen scirocco
29.50,4,98.00,68,2135,17,78,3,honda accord lx
21.50,6,231.00,115,3245,15,79,1,pontiac lemans v6
19.80,6,200.00,85,2990,18,79,1,mercury zephyr 6
22.30,4,140.00,88,2890,17,79,1,ford fairmont 4
20.20,6,232.00,90,3265,18,79,1,amc concord dl 6
20.60,6,225.00,110,3360,17,79,1,dodge aspen 6
17.00,8,305.00,130,3840,15,79,1,chevrolet caprice classic
17.60,8,302.00,129,3725,13,79,1,ford ltd landau
16.50,8,351.00,138,3955,13,79,1,mercury grand marquis
18.20,8,318.00,135,3830,15,79,1,dodge st. regis
16.90,8,350.00,155,4360,15,79,1,buick estate wagon (sw)
15.50,8,351.00,142,4054,14,79,1,ford country squire (sw)
19.20,8,267.00,125,3605,15,79,1,chevrolet malibu classic (sw)
18.50,8,360.00,150,3940,13,79,1,chrysler lebaron town @ country (sw)
31.90,4,89.00,71,1925,14,79,2,vw rabbit custom
34.10,4,86.00,65,1975,15,79,3,maxda glc deluxe
35.70,4,98.00,80,1915,14,79,1,dodge colt hatchback custom
27.40,4,121.00,80,2670,15,79,1,amc spirit dl
25.40,5,183.00,77,3530,20,79,2,mercedes benz 300d
23.00,8,350.00,125,3900,17,79,1,cadillac eldorado
27.20,4,141.00,71,3190,25,79,2,peugeot 504
23.90,8,260.00,90,3420,22,79,1,oldsmobile cutlass salon brougham
34.20,4,105.00,70,2200,13,79,1,plymouth horizon
34.50,4,105.00,70,2150,15,79,1,plymouth horizon tc3
31.80,4,85.00,65,2020,19,79,3,datsun 210
37.30,4,91.00,69,2130,15,79,2,fiat strada custom
28.40,4,151.00,90,2670,16,79,1,buick skylark limited
28.80,6,173.00,115,2595,11,79,1,chevrolet citation
26.80,6,173.00,115,2700,13,79,1,oldsmobile omega brougham
33.50,4,151.00,90,2556,13,79,1,pontiac phoenix
41.50,4,98.00,76,2144,15,80,2,vw rabbit
38.10,4,89.00,60,1968,19,80,3,toyota corolla tercel
32.10,4,98.00,70,2120,16,80,1,chevrolet chevette
37.20,4,86.00,65,2019,16,80,3,datsun 310
28.00,4,151.00,90,2678,17,80,1,chevrolet citation
26.40,4,140.00,88,2870,18,80,1,ford fairmont
24.30,4,151.00,90,3003,20,80,1,amc concord
19.10,6,225.00,90,3381,19,80,1,dodge aspen
34.30,4,97.00,78,2188,16,80,2,audi 4000
29.80,4,134.00,90,2711,16,80,3,toyota corona liftback
31.30,4,120.00,75,2542,18,80,3,mazda 626
37.00,4,119.00,92,2434,15,80,3,datsun 510 hatchback
32.20,4,108.00,75,2265,15,80,3,toyota corolla
46.60,4,86.00,65,2110,18,80,3,mazda glc
27.90,4,156.00,105,2800,14,80,1,dodge colt
40.80,4,85.00,65,2110,19,80,3,datsun 210
44.30,4,90.00,48,2085,22,80,2,vw rabbit c (diesel)
43.40,4,90.00,48,2335,24,80,2,vw dasher (diesel)
36.40,5,121.00,67,2950,20,80,2,audi 5000s (diesel)
30.00,4,146.00,67,3250,22,80,2,mercedes-benz 240d
44.60,4,91.00,67,1850,14,80,3,honda civic 1500 gl
40.90,4,85.00,?,1835,17,80,2,renault lecar deluxe
33.80,4,97.00,67,2145,18,80,3,subaru dl
29.80,4,89.00,62,1845,15,80,2,vokswagen rabbit
32.70,6,168.00,132,2910,11,80,3,datsun 280-zx
23.70,3,70.00,100,2420,13,80,3,mazda rx-7 gs
35.00,4,122.00,88,2500,15,80,2,triumph tr7 coupe
23.60,4,140.00,?,2905,14,80,1,ford mustang cobra
32.40,4,107.00,72,2290,17,80,3,honda accord
27.20,4,135.00,84,2490,16,81,1,plymouth reliant
26.60,4,151.00,84,2635,16,81,1,buick skylark
25.80,4,156.00,92,2620,14,81,1,dodge aries wagon (sw)
23.50,6,173.00,110,2725,13,81,1,chevrolet citation
30.00,4,135.00,84,2385,13,81,1,plymouth reliant
39.10,4,79.00,58,1755,17,81,3,toyota starlet
39.00,4,86.00,64,1875,16,81,1,plymouth champ
35.10,4,81.00,60,1760,16,81,3,honda civic 1300
32.30,4,97.00,67,2065,18,81,3,subaru
37.00,4,85.00,65,1975,19,81,3,datsun 210 mpg
37.70,4,89.00,62,2050,17,81,3,toyota tercel
34.10,4,91.00,68,1985,16,81,3,mazda glc 4
34.70,4,105.00,63,2215,15,81,1,plymouth horizon 4
34.40,4,98.00,65,2045,16,81,1,ford escort 4w
29.90,4,98.00,65,2380,21,81,1,ford escort 2h
33.00,4,105.00,74,2190,14,81,2,volkswagen jetta
34.50,4,100.00,?,2320,16,81,2,renault 18i
33.70,4,107.00,75,2210,14,81,3,honda prelude
32.40,4,108.00,75,2350,17,81,3,toyota corolla
32.90,4,119.00,100,2615,15,81,3,datsun 200sx
31.60,4,120.00,74,2635,18,81,3,mazda 626
28.10,4,141.00,80,3230,20,81,2,peugeot 505s turbo diesel
30.70,6,145.00,76,3160,20,81,2,volvo diesel
25.40,6,168.00,116,2900,13,81,3,toyota cressida
24.20,6,146.00,120,2930,14,81,3,datsun 810 maxima
22.40,6,231.00,110,3415,16,81,1,buick century
26.60,8,350.00,105,3725,19,81,1,oldsmobile cutlass ls
20.20,6,200.00,88,3060,17,81,1,ford granada gl
17.60,6,225.00,85,3465,17,81,1,chrysler lebaron salon
28.00,4,112.00,88,2605,20,82,1,chevrolet cavalier
27.00,4,112.00,88,2640,19,82,1,chevrolet cavalier wagon
34.00,4,112.00,88,2395,18,82,1,chevrolet cavalier 2-door
31.00,4,112.00,85,2575,16,82,1,pontiac j2000 se hatchback
29.00,4,135.00,84,2525,16,82,1,dodge aries se
27.00,4,151.00,90,2735,18,82,1,pontiac phoenix
24.00,4,140.00,92,2865,16,82,1,ford fairmont futura
23.00,4,151.00,?,3035,21,82,1,amc concord dl
36.00,4,105.00,74,1980,15,82,2,volkswagen rabbit l
37.00,4,91.00,68,2025,18,82,3,mazda glc custom l
31.00,4,91.00,68,1970,18,82,3,mazda glc custom
38.00,4,105.00,63,2125,15,82,1,plymouth horizon miser
36.00,4,98.00,70,2125,17,82,1,mercury lynx l
36.00,4,120.00,88,2160,15,82,3,nissan stanza xe
36.00,4,107.00,75,2205,15,82,3,honda accord
34.00,4,108.00,70,2245,17,82,3,toyota corolla
38.00,4,91.00,67,1965,15,82,3,honda civic
32.00,4,91.00,67,1965,16,82,3,honda civic (auto)
38.00,4,91.00,67,1995,16,82,3,datsun 310 gx
25.00,6,181.00,110,2945,16,82,1,buick century limited
38.00,6,262.00,85,3015,17,82,1,oldsmobile cutlass ciera (diesel)
26.00,4,156.00,92,2585,15,82,1,chrysler lebaron medallion
22.00,6,232.00,112,2835,15,82,1,ford granada l
32.00,4,144.00,96,2665,14,82,3,toyota celica gt
36.00,4,135.00,84,2370,13,82,1,dodge charger 2.2
27.00,4,151.00,90,2950,17,82,1,chevrolet camaro
27.00,4,140.00,86,2790,16,82,1,ford mustang gl
44.00,4,97.00,52,2130,25,82,2,vw pickup
32.00,4,135.00,84,2295,12,82,1,dodge rampage
28.00,4,120.00,79,2625,19,82,1,ford ranger
31.00,4,119.00,82,2720,19,82,1,chevy s-10
